ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Marginal,Catalog,Contribution_ID
11215,lugbarawestern_lugb1240,BIPA_e_u025B,ɛ,,,,false,lapsyd,lugbarawestern
11216,natugu_natu1246,BIPA_i_u0069,i,,,,false,lapsyd,natugu
11217,ajyininka_ajyi1238,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,ajyininka
11218,cuitlatec_cuit1236,BIPA_i_u0069,i,,,,false,lapsyd,cuitlatec
11220,supyirekampwodialect_supy1237,BIPA__u0294,ʔ,,,,false,lapsyd,supyirekampwodialect
11221,dardajudaju_dard1243,BIPA_e_u0065,e,,,,false,lapsyd,dardajudaju
11222,yabem_yabe1254,BIPA_nggw_u014Bu0261u02B7,ŋɡʷ,,,,false,lapsyd,yabem
11224,navajo_nava1243,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,navajo
11225,tsafiki_colo1256,BIPA_u_u0169,ũ,,,,false,lapsyd,tsafiki
11226,zuni_zuni1245,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,zuni
11228,huastec_huas1242,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,huastec
11229,cayuvava_cayu1262,BIPA_j_u006A,j,,,,false,lapsyd,cayuvava
11230,arabela_arab1268,BIPA_p_u0070,p,,,,false,lapsyd,arabela
11231,dutch_dutc1256,BIPA_o_u0254,ɔ,,,,false,lapsyd,dutch
11232,yaqui_yaqu1251,BIPA_l_u006C,l,,,,false,lapsyd,yaqui
11233,nanai_nana1257,BIPA_k_u006B,k,,,,false,lapsyd,nanai
11234,albaniantoskdialect_tosk1239,BIPA_o_u006F,o,,,,false,lapsyd,albaniantoskdialect
11235,hausa_haus1257,BIPA_j_u0294u02B2,ʔʲ,,,,false,lapsyd,hausa
11236,bribri_brib1243,UNK_r_u027Au0323,ɺ̣,,,,false,lapsyd,bribri
11237,ik_ikkk1242,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,ik
11238,tariana_tari1256,BIPA_a_u0061,a,,,,false,lapsyd,tariana
11239,nepalikathmandudialect_nepa1254,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,nepalikathmandudialect
11240,madisouthernlokaidialect_loka1255,BIPA_r_u0072,r,,,,false,lapsyd,madisouthernlokaidialect
11241,sedang_seda1262,BIPA_io_u0069u006F,io,,,,false,lapsyd,sedang
11242,ik_ikkk1242,BIPA_i_u0069,i,,,,false,lapsyd,ik
11243,abkhaz_abkh1244,BIPA_r_u0072,r,,,,false,lapsyd,abkhaz
11244,paumari_paum1247,BIPA_th_u0074u02B0,tʰ,,,,false,lapsyd,paumari
11245,irishdonegaldialect_done1238,BIPA_w_u0077,w,,,,false,lapsyd,irishdonegaldialect
11246,hunzib_hunz1247,BIPA_w_u0077,w,,,,false,lapsyd,hunzib
11247,bashkir_bash1264,BIPA_u_u0264,ɤ,,,,false,lapsyd,bashkir
11248,alabama_alab1237,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,alabama
11249,tsafiki_colo1256,BIPA__u0294,ʔ,,,,false,lapsyd,tsafiki
11250,kyrgyz_kirg1245,BIPA_i_u0268,ɨ,,,,false,lapsyd,kyrgyz
11251,mofugugur_mofu1248,BIPA_n_u006E,n,,,,false,lapsyd,mofugugur
11252,madisouthernlokaidialect_loka1255,BIPA_mv_u0271u0076,ɱv,,,,false,lapsyd,madisouthernlokaidialect
11253,nyangumarda_nyan1301,BIPA_i_u0069,i,,,,false,lapsyd,nyangumarda
11254,paresi_pare1272,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,paresi
11255,farsiwestern_west2369,BIPA_i_u0069,i,,,,false,lapsyd,farsiwestern
11256,ticuna_ticu1245,BIPA_o_u006F,o,,,,false,lapsyd,ticuna
11257,chimila_chim1309,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,chimila
11258,toba_toba1269,BIPA_o_u006F,o,,,,false,lapsyd,toba
11259,lepcha_lepc1244,BIPA_b_u0062,b,,,,false,lapsyd,lepcha
11260,ngiti_ngit1239,BIPA_c_u0063,c,,,,false,lapsyd,ngiti
11261,gumuzsouthern_gumu1244,BIPA_h_u0068,h,,,,false,lapsyd,gumuzsouthern
11262,sorbianupperdialect_uppe1395,BIPA_f_u0066,f,,,,false,lapsyd,sorbianupperdialect
11263,kohumono_kohu1244,BIPA_z_u007A,z,,,,false,lapsyd,kohumono
11264,mixtecchalcatongowesternalta_sanm1295,BIPA_i_u0268u0330u0303,ɨ̰̃,,,,false,lapsyd,mixtecchalcatongowesternalta
11265,lavukaleve_lavu1241,BIPA_w_u0270,ɰ,,,,false,lapsyd,lavukaleve
11266,catalaneastern_cata1289,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,catalaneastern
11267,imonda_imon1245,BIPA_a_u0061,a,,,,false,lapsyd,imonda
11268,bengali_beng1280,BIPA_r_u027D,ɽ,,,,false,lapsyd,bengali
11269,suena_suen1241,BIPA_a_u0061,a,,,,false,lapsyd,suena
11271,tlingit_tlin1245,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,tlingit
11272,hawaiian_hawa1245,BIPA__u0294,ʔ,,,,false,lapsyd,hawaiian
11273,southernnambiquara_sout2994,BIPA_ai_u00E3u0129,ãĩ,,,,false,lapsyd,southernnambiquara
11274,madisouthernlokaidialect_loka1255,BIPA_j_u006A,j,,,,false,lapsyd,madisouthernlokaidialect
11275,totonacpapantladialect_papa1238,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,totonacpapantladialect
11276,basquecentral_basq1248,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,basquecentral
11277,bats_bats1242,BIPA_t_u0074u032Au02BC,t̪ʼ,,,,false,lapsyd,bats
11278,tobati_toba1266,BIPA_j_u006A,j,,,,false,lapsyd,tobati
11279,moghol_mogh1245,BIPA_s_u0073,'s',,,,true,lapsyd,moghol
11280,ingush_ingu1240,BIPA_m_u006D,m,,,,false,lapsyd,ingush
11281,darai_dara1250,BIPA_b_u0062u0324,b̤,,,,false,lapsyd,darai
11282,sindhi_sind1272,BIPA_i_u026A,ɪ,,,,false,lapsyd,sindhi
11283,bambara_bamb1269,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,bambara
11284,achirabinaldialect_achi1256,BIPA_o_u006Fu02D0,'oː',,,,true,lapsyd,achirabinaldialect
11285,nepalikathmandudialect_nepa1254,BIPA_i_u0129,ĩ,,,,false,lapsyd,nepalikathmandudialect
11286,tuva_tuvi1240,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,tuva
11287,lezgian_lezg1247,BIPA_n_u006Eu032A,n̪,,,,false,lapsyd,lezgian
11288,tamil_tami1289,BIPA_b_u0062,b,,,,false,lapsyd,tamil
11289,carnicobarese_carn1240,BIPA_e_u0065,e,,,,false,lapsyd,carnicobarese
11290,tlingit_tlin1245,BIPA_tl_u0074u026Cu02BC,tɬʼ,,,,false,lapsyd,tlingit
11291,mazahuacentral_cent2144,BIPA_b_u0253,ɓ,,,,false,lapsyd,mazahuacentral
11292,hopi_hopi1249,BIPA_hq_u02B0u0071,ʰq,,,,false,lapsyd,hopi
11293,kawaiisu_kawa1283,BIPA_t_u0074,'t',,,,true,lapsyd,kawaiisu
11294,hixkaryana_hixk1239,BIPA_s_u0283,ʃ,,,,false,lapsyd,hixkaryana
11295,tuva_tuvi1240,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,tuva
11296,kurukh_kuru1302,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,kurukh
11297,towa_jeme1245,BIPA_tj_u0074u02B2,tʲ,,,,false,lapsyd,towa
11298,lenakel_lena1238,BIPA_w_u0077,w,,,,false,lapsyd,lenakel
11299,manange_cent1394,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,manange
11301,armenianeastern_nucl1235,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,armenianeastern
11303,wari_wari1268,BIPA_m_u006D,m,,,,false,lapsyd,wari
11304,yagariamovedialect_yaga1260,BIPA_l_u029F,ʟ,,,,false,lapsyd,yagariamovedialect
11305,meithei_mani1292,BIPA_o_u006F,'o',,,,true,lapsyd,meithei
11306,tlapanecmalinaltepec_mali1285,BIPA_j_u006A,j,,,,false,lapsyd,tlapanecmalinaltepec
11307,mbum_mbum1254,BIPA_nz_u006Eu0320u0291,n̠ʑ,,,,false,lapsyd,mbum
11309,tunica_tuni1252,BIPA_ht_u02B0u0074,ʰt,,,,false,lapsyd,tunica
11310,juma_juma1249,BIPA_j_u006A,j,,,,false,lapsyd,juma
11311,vietnamese_viet1252,BIPA_w_u026F,ɯ,,,,false,lapsyd,vietnamese
11312,vietnamese_viet1252,BIPA_n_u0272,ɲ,,,,false,lapsyd,vietnamese
11313,mutsun_sout2986,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,mutsun
11314,slovene_slov1268,BIPA_z_u0292,ʒ,,,,false,lapsyd,slovene
11315,lithuanian_lith1251,BIPA_i_u026A,ɪ,,,,false,lapsyd,lithuanian
11316,mundari_mund1320,BIPA_b_u0062,b,,,,false,lapsyd,mundari
11317,irishdonegaldialect_done1238,BIPA_j_u025F,ɟ,,,,false,lapsyd,irishdonegaldialect
11318,morindonesia_morm1235,BIPA_o_u006F,'o',,,,true,lapsyd,morindonesia
11319,chuvash_chuv1255,BIPA_s_u0283,ʃ,,,,false,lapsyd,chuvash
11320,sumu_maya1285,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,sumu
11321,apinaye_apin1244,BIPA_e_u025B,ɛ,,,,false,lapsyd,apinaye
11322,mongnjua_hmon1264,BIPA_f_u0066,f,,,,false,lapsyd,mongnjua
11323,mundari_mund1320,BIPA_o_u0254,ɔ,,,,false,lapsyd,mundari
11324,kamang_kama1365,BIPA_j_u006A,j,,,,false,lapsyd,kamang
11325,bataktoba_bata1289,BIPA_ng_u014B,ŋ,,,,false,lapsyd,bataktoba
11326,mandan_mand1446,BIPA_u_u0169,ũ,,,,false,lapsyd,mandan
11327,piaroa_piar1243,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,piaroa
11328,cayuvava_cayu1262,BIPA_o_u0254u0303,ɔ̃,,,,false,lapsyd,cayuvava
11329,embera_embe1262,BIPA_m_u006D,m,,,,false,lapsyd,embera
11330,piaroa_piar1243,BIPA__u0294,ʔ,,,,false,lapsyd,piaroa
11331,hawaiian_hawa1245,BIPA_o_u006F,'o',,,,true,lapsyd,hawaiian
11332,eseejja_esee1248,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,eseejja
11333,cahuilla_cahu1264,BIPA_s_u0283,ʃ,,,,false,lapsyd,cahuilla
11334,kanakuru_dera1248,BIPA_l_u006C,l,,,,false,lapsyd,kanakuru
11335,bora_bora1263,BIPA__u0294,ʔ,,,,false,lapsyd,bora
11336,ghomaraberber_ghom1257,BIPA_r_u0072,r,,,,false,lapsyd,ghomaraberber
11337,ogbia_ogbi1239,BIPA_l_u006C,'l',,,,true,lapsyd,ogbia
11338,moxo_igna1246,BIPA_t_u0074,t,,,,false,lapsyd,moxo
11339,tausug_taus1251,BIPA_u_u028A,ʊ,,,,false,lapsyd,tausug
11340,southeasternpomo_sout2982,BIPA_f_u0066,f,,,,false,lapsyd,southeasternpomo
11341,tamazightcentralatlas_cent2194,BIPA_z_u007Au02E4,zˤ,,,,false,lapsyd,tamazightcentralatlas
11342,mangghuerminxedialect_tuuu1240,BIPA_tsh_u0074u0073u02B0,tsʰ,,,,false,lapsyd,mangghuerminxedialect
11343,moghol_mogh1245,BIPA_a_u0061,a,,,,false,lapsyd,moghol
11344,kilivila_kili1267,BIPA_oi_u0254u0069,ɔi,,,,false,lapsyd,kilivila
11345,apurina_apur1254,BIPA_o_u00F5u02D0,õː,,,,false,lapsyd,apurina
11347,songhaykoyrachiinidialect_koyr1240,BIPA_eu_u0065u0075,eu,,,,false,lapsyd,songhaykoyrachiinidialect
11348,madacameroun_mada1293,BIPA_s_u0073,s,,,,false,lapsyd,madacameroun
11349,awjila_awji1241,BIPA_r_u0072u02E4,rˤ,,,,false,lapsyd,awjila
11350,dumo_vani1248,BIPA_h_u0266,ɦ,,,,false,lapsyd,dumo
11351,tamazightcentralatlas_cent2194,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,tamazightcentralatlas
11353,ejagham_ejag1239,BIPA_s_u0073,s,,,,false,lapsyd,ejagham
11354,awapit_awac1239,BIPA_u_u0075u0325,u̥,,,,false,lapsyd,awapit
11355,maung_maun1240,BIPA_o_u0254,ɔ,,,,false,lapsyd,maung
11356,kalami_kala1373,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,kalami
11357,finnish_finn1318,BIPA_y_u0079,y,,,,false,lapsyd,finnish
11358,bororo_boro1282,BIPA_k_u006B,k,,,,false,lapsyd,bororo
11359,adjukru_adio1239,BIPA_i_u0069,i,,,,false,lapsyd,adjukru
11360,apurina_apur1254,BIPA_o_u006F,o,,,,false,lapsyd,apurina
11361,uyghurstandarddialectofurumqi_uigh1240,BIPA_w_u0077,w,,,,false,lapsyd,uyghurstandarddialectofurumqi
11362,khariadudh_khar1287,BIPA_r_u027D,ɽ,,,,false,lapsyd,khariadudh
11364,daga_daga1275,BIPA_ui_u0075u0069,ui,,,,false,lapsyd,daga
11365,lelemi_lele1264,BIPA_e_u025B,ɛ,,,,false,lapsyd,lelemi
11366,apinaye_apin1244,BIPA_ndz_u006Eu0320u0064u0320u0292,n̠d̠ʒ,,,,false,lapsyd,apinaye
11367,tonkawa_tonk1249,BIPA_s_u0283,ʃ,,,,false,lapsyd,tonkawa
11368,wantoat_want1252,BIPA_i_u0069,i,,,,false,lapsyd,wantoat
11369,tiwanorthern_nort1550,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,tiwanorthern
11372,movima_movi1243,BIPA_j_u006A,j,,,,false,lapsyd,movima
11373,meithei_mani1292,BIPA_g_u0261,ɡ,,,,false,lapsyd,meithei
11374,kewawestern_west2599,BIPA_f_u0278,ɸ,,,,false,lapsyd,kewawestern
11375,tzutujileasternsanjuanlalagunadialect_tzut1248,BIPA_m_u006D,m,,,,false,lapsyd,tzutujileasternsanjuanlalagunadialect
11376,kwoma_kwom1262,BIPA_i_u0268,ɨ,,,,false,lapsyd,kwoma
11377,seneca_sene1264,BIPA_w_u0077,w,,,,false,lapsyd,seneca
11379,kashmiri_kash1277,BIPA_t_u0288,ʈ,,,,false,lapsyd,kashmiri
11380,cofan_cofa1242,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,cofan
11381,tlingit_tlin1245,BIPA_l_u026C,ɬ,,,,false,lapsyd,tlingit
11382,sinhala_sinh1246,BIPA_p_u0070,p,,,,false,lapsyd,sinhala
11383,kashmiri_kash1277,BIPA_i_u0268u0303u02D0,ɨ̃ː,,,,false,lapsyd,kashmiri
11384,martuthunira_mart1255,BIPA_c_u0063,c,,,,false,lapsyd,martuthunira
11385,jomang_talo1250,BIPA_i_u0069,i,,,,false,lapsyd,jomang
11386,southernkiwaiislanddialect_sout2949,BIPA_s_u0073,s,,,,false,lapsyd,southernkiwaiislanddialect
11387,gunya_marg1253,BIPA_ng_u014B,ŋ,,,,false,lapsyd,gunya
11388,caddo_cadd1256,BIPA_j_u006A,j,,,,false,lapsyd,caddo
11390,hungarian_hung1274,BIPA_m_u006D,m,,,,false,lapsyd,hungarian
11391,hawaiian_hawa1245,BIPA_h_u0068,h,,,,false,lapsyd,hawaiian
11392,hindi_hind1269,BIPA_u_u0169,ũ,,,,false,lapsyd,hindi
11394,phlong_pwon1235,BIPA_b_u0253,ɓ,,,,false,lapsyd,phlong
11396,bora_bora1263,BIPA_tsjh_u0074u0073u02B2u02B0,'tsʲʰ',,,,true,lapsyd,bora
11397,yelidnye_yele1255,UNK_nmtpj_u006Eu0320u006Du0074u0320u0070u02B2,n̠mt̠pʲ,,,,false,lapsyd,yelidnye
11398,awjila_awji1241,BIPA_r_u0072,r,,,,false,lapsyd,awjila
11399,meriammer_meri1244,BIPA_z_u007A,z,,,,false,lapsyd,meriammer
11400,capeverdecreolesantiagodialect_kabu1256,BIPA_e_u0065,e,,,,false,lapsyd,capeverdecreolesantiagodialect
11401,bare_bare1276,BIPA_b_u0062,b,,,,false,lapsyd,bare
11402,hanis_coos1249,BIPA_k_u006B,k,,,,false,lapsyd,hanis
11403,hebrewmodernashkenazic_hebr1245,BIPA_u_u0075,u,,,,false,lapsyd,hebrewmodernashkenazic
11404,songhaykoyrachiinidialect_koyr1240,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,songhaykoyrachiinidialect
11405,sierramiwoksouthern_sout2985,BIPA__u0294,ʔ,,,,false,lapsyd,sierramiwoksouthern
11406,khalkha_halh1238,BIPA_tsh_u0074u032Au0073u032Au02B0,t̪s̪ʰ,,,,false,lapsyd,khalkha
11407,nobiin_nobi1240,BIPA_u_u0075,u,,,,false,lapsyd,nobiin
11408,khasi_khas1269,BIPA_n_u006E,n,,,,false,lapsyd,khasi
11409,yabem_yabe1254,BIPA_u_u0075,u,,,,false,lapsyd,yabem
11410,azerbaijaninorthern_nort2697,BIPA_j_u006A,j,,,,false,lapsyd,azerbaijaninorthern
11411,farsiwestern_west2369,BIPA_u_u0075,u,,,,false,lapsyd,farsiwestern
11412,sango_sang1328,BIPA_o_u0254u0303,ɔ̃,,,,false,lapsyd,sango
11413,danilowergrandvalley_lowe1415,BIPA_e_u025B,ɛ,,,,false,lapsyd,danilowergrandvalley
11414,kwaio_kwai1243,BIPA_w_u0077,w,,,,false,lapsyd,kwaio
11415,dadibi_dadi1250,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,dadibi
11416,tashlhiyt_tach1250,BIPA_n_u006Eu02E4,'nˤ',,,,true,lapsyd,tashlhiyt
11417,nyangi_nyan1313,BIPA_l_u026C,ɬ,,,,false,lapsyd,nyangi
11418,yelidnye_yele1255,BIPA_mpj_u006Du0070u02B2,mpʲ,,,,false,lapsyd,yelidnye
11419,chukchansi_yoku1256,BIPA_l_u006Cu032Au0330,l̪̰,,,,false,lapsyd,chukchansi
11420,yelidnye_yele1255,BIPA_nt_u006Eu0320u0074u0320,n̠t̠,,,,false,lapsyd,yelidnye
11421,wantoat_want1252,BIPA_ngw_u014Bu02B7,ŋʷ,,,,false,lapsyd,wantoat
11422,sedang_seda1262,BIPA_n_u006Eu0325,n̥,,,,false,lapsyd,sedang
11423,tanimucaretuara_tani1257,BIPA_t_u0074,t,,,,false,lapsyd,tanimucaretuara
11424,northernuzbektashkentdialect_nort2690,BIPA_e_u0065,e,,,,false,lapsyd,northernuzbektashkentdialect
11425,murle_murl1244,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,murle
11426,bukiyip_buki1249,BIPA_i_u0268,ɨ,,,,false,lapsyd,bukiyip
11427,tsamakko_tsam1247,BIPA_t_u0074,t,,,,false,lapsyd,tsamakko
11428,damana_mala1522,UNK_rr_u0072u0072,'rr',,,,true,lapsyd,damana
11429,mofugugur_mofu1248,BIPA_p_u0070,p,,,,false,lapsyd,mofugugur
11431,tangaleshongomdialect_nucl1696,BIPA_i_u0069,i,,,,false,lapsyd,tangaleshongomdialect
11432,lenakel_lena1238,BIPA_s_u0073,s,,,,false,lapsyd,lenakel
11433,asmatcentralkawenaldialect_cent2117,BIPA_j_u006A,j,,,,false,lapsyd,asmatcentralkawenaldialect
11434,chamorro_cham1312,BIPA__u0294,ʔ,,,,false,lapsyd,chamorro
11435,gooniyandi_goon1238,BIPA_r_u027E,ɾ,,,,false,lapsyd,gooniyandi
11436,camsa_cams1241,BIPA_e_u0065,e,,,,false,lapsyd,camsa
11437,phlong_pwon1235,BIPA_d_u0257,ɗ,,,,false,lapsyd,phlong
11438,tamil_tami1289,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,tamil
11439,madacameroun_mada1293,BIPA_k_u006B,k,,,,false,lapsyd,madacameroun
11440,kanuri_cent2050,BIPA_z_u007A,z,,,,false,lapsyd,kanuri
11441,bukiyip_buki1249,BIPA_gw_u0261u02B7,ɡʷ,,,,false,lapsyd,bukiyip
11442,yessanmayo_yess1239,BIPA_t_u0074,t,,,,false,lapsyd,yessanmayo
11443,sapuan_sapu1248,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,sapuan
11444,nezperce_nezp1238,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,nezperce
11445,tampulma_tamp1252,UNK_ngm_u014Bu006D,ŋm,,,,false,lapsyd,tampulma
11446,khalkha_halh1238,BIPA_mj_u006Du02B2,mʲ,,,,false,lapsyd,khalkha
11447,tundrayukaghir_nort2745,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,tundrayukaghir
11448,angas_ngas1240,BIPA_i_u0268u02D0,ɨː,,,,false,lapsyd,angas
11449,ocaina_ocai1244,BIPA_p_u0070,p,,,,false,lapsyd,ocaina
11450,kedang_keda1252,BIPA_m_u006D,m,,,,false,lapsyd,kedang
11451,murle_murl1244,BIPA_e_u025B,ɛ,,,,false,lapsyd,murle
11452,madisouthernlokaidialect_loka1255,BIPA_b_u0062,b,,,,false,lapsyd,madisouthernlokaidialect
11453,russian_russ1263,BIPA_lg_u006Cu032Au02E0,l̪ˠ,,,,false,lapsyd,russian
11454,tzutujileasternsanjuanlalagunadialect_tzut1248,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,tzutujileasternsanjuanlalagunadialect
11455,bocotachiriquidialect_bugl1243,BIPA_r_u027E,'ɾ',,,,true,lapsyd,bocotachiriquidialect
11456,khalkha_halh1238,BIPA_pjh_u0070u02B2u02B0,pʲʰ,,,,false,lapsyd,khalkha
11457,kalalagauya_kala1377,BIPA_ng_u014B,ŋ,,,,false,lapsyd,kalalagauya
11458,nakkara_naka1260,BIPA_k_u006B,k,,,,false,lapsyd,nakkara
11459,chamicuro_cham1318,BIPA__u0294,ʔ,,,,false,lapsyd,chamicuro
11460,wayampi_waya1270,BIPA_o_u0254,ɔ,,,,false,lapsyd,wayampi
11461,kisisoutherndialect_sout2778,BIPA_t_u0074,t,,,,false,lapsyd,kisisoutherndialect
11462,diolafogny_jola1263,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,diolafogny
11463,nezperce_nezp1238,BIPA_ae_u00E6u02D0,æː,,,,false,lapsyd,nezperce
11464,uraklawoi_urak1238,BIPA_d_u0064,d,,,,false,lapsyd,uraklawoi
11465,kalkatungu_kalk1246,BIPA_n_u0273,ɳ,,,,false,lapsyd,kalkatungu
11466,svanlowerbaldialect_lowe1397,BIPA_d_u0064,d,,,,false,lapsyd,svanlowerbaldialect
11467,supyirekampwodialect_supy1237,BIPA_s_u0073,s,,,,false,lapsyd,supyirekampwodialect
11469,adzera_adze1240,BIPA_ai_u0061u0069,ai,,,,false,lapsyd,adzera
11470,japanese_nucl1643,BIPA_j_u006A,j,,,,false,lapsyd,japanese
11471,ahtna_ahte1237,BIPA_t_u0074,t,,,,false,lapsyd,ahtna
11472,midwahgi_nucl1620,BIPA_i_u026A,ɪ,,,,false,lapsyd,midwahgi
11473,quechuacochabamba_sout2991,BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,,,,false,lapsyd,quechuacochabamba
11475,sapuan_sapu1248,BIPA_i_u0268,ɨ,,,,false,lapsyd,sapuan
11476,warao_wara1303,BIPA_t_u0074,t,,,,false,lapsyd,warao
11477,tehuelche_tehu1242,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,tehuelche
11478,klamath_klam1254,BIPA_n_u006E,n,,,,false,lapsyd,klamath
11479,karachaybalkarkarachaydialect_kara1466,BIPA_k_u006B,k,,,,false,lapsyd,karachaybalkarkarachaydialect
11480,maung_maun1240,BIPA_t_u0288,ʈ,,,,false,lapsyd,maung
11483,grebo_sout2826,BIPA_o_u0254,ɔ,,,,false,lapsyd,grebo
11485,kolymayukaghir_sout2750,BIPA_o_u006F,o,,,,false,lapsyd,kolymayukaghir
11486,lawu_lawu1238,BIPA_v_u0076,v,,,,false,lapsyd,lawu
11487,unapapua_unaa1239,BIPA_i_u0069,i,,,,false,lapsyd,unapapua
11488,mbum_mbum1254,BIPA_w_u0077,w,,,,false,lapsyd,mbum
11489,kekchi_kekc1242,BIPA_n_u006E,n,,,,false,lapsyd,kekchi
11490,rao_raoo1244,BIPA_v_u0076,v,,,,false,lapsyd,rao
11491,seneca_sene1264,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,seneca
11492,tariana_tari1256,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,tariana
11493,rotokas_roto1249,BIPA_a_u0061,a,,,,false,lapsyd,rotokas
11494,andoke_ando1256,BIPA__u0259,'ə',,,,true,lapsyd,andoke
11495,namakir_nama1268,BIPA_mw_u006Du02B7,mʷ,,,,false,lapsyd,namakir
11496,trumai_trum1247,BIPA_i_u0069,i,,,,false,lapsyd,trumai
11497,mutsun_sout2986,BIPA_l_u006C,'l',,,,true,lapsyd,mutsun
11499,mumuye_nucl1240,BIPA_h_u0068,h,,,,false,lapsyd,mumuye
11500,totonacpapantladialect_papa1238,BIPA_a_u0061u0330,a̰,,,,false,lapsyd,totonacpapantladialect
11501,so_sooo1256,BIPA_r_u0072,r,,,,false,lapsyd,so
11502,englishstandardsouthernbritish_stan1293,BIPA_e_u025B,ɛ,,,,false,lapsyd,englishstandardsouthernbritish
11503,quechuacochabamba_sout2991,BIPA_f_u0278,ɸ,,,,false,lapsyd,quechuacochabamba
11504,ocaina_ocai1244,BIPA_n_u006Eu02D0,nː,,,,false,lapsyd,ocaina
11505,wolof_nucl1347,BIPA_n_u0272,ɲ,,,,false,lapsyd,wolof
11506,malekujaika_male1297,BIPA_x_u0078,x,,,,false,lapsyd,malekujaika
11507,mehrimehreyyetdialect_mehr1241,BIPA_i_u0069,i,,,,false,lapsyd,mehrimehreyyetdialect
11508,inapari_inap1243,BIPA_i_u0129u02D0,ĩː,,,,false,lapsyd,inapari
11509,pechculmidialect_pech1241,BIPA_u_u0169,ũ,,,,false,lapsyd,pechculmidialect
11510,adzera_adze1240,BIPA_k_u006B,k,,,,false,lapsyd,adzera
11511,basariguineesenegal_bass1258,BIPA_w_u0270,ɰ,,,,false,lapsyd,basariguineesenegal
11512,palawanbrookespoint_broo1239,BIPA_p_u0070,p,,,,false,lapsyd,palawanbrookespoint
11513,tamil_tami1289,BIPA_r_u027E,ɾ,,,,false,lapsyd,tamil
11514,manange_cent1394,BIPA_t_u0288,ʈ,,,,false,lapsyd,manange
11516,tampulma_tamp1252,BIPA_g_u0261,ɡ,,,,false,lapsyd,tampulma
11517,czech_czec1258,BIPA_n_u0272,ɲ,,,,false,lapsyd,czech
11518,arabela_arab1268,BIPA_e_u0065,e,,,,false,lapsyd,arabela
11519,sierramiwoksouthern_sout2985,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,sierramiwoksouthern
11520,inapari_inap1243,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,inapari
11521,wanshohot_puin1248,BIPA_p_u0070,p,,,,false,lapsyd,wanshohot
11522,cofan_cofa1242,BIPA_j_u025F,ɟ,,,,false,lapsyd,cofan
11523,abun_abun1252,BIPA_i_u0069,i,,,,false,lapsyd,abun
11524,bahinemo_bahi1254,BIPA_k_u006B,k,,,,false,lapsyd,bahinemo
11525,gooniyandi_goon1238,BIPA_n_u006E,n,,,,false,lapsyd,gooniyandi
11527,zoquecopainala_copa1236,BIPA_n_u006E,n,,,,false,lapsyd,zoquecopainala
11528,wambaya_wamb1258,BIPA_p_u0070,p,,,,false,lapsyd,wambaya
11529,bulgarian_bulg1262,BIPA_z_u007A,z,,,,false,lapsyd,bulgarian
11530,yanesha_yane1238,BIPA_o_u006F,o,,,,false,lapsyd,yanesha
